FIPS,GEOID,STATE,A01001B_001,A01001B_002,A01001B_003,A01001B_004,A01001B_005,A01001B_006,A01001B_007,A01001B_008,A01001B_009,A01001B_010,A01001B_011,A01001B_012
38045,05000US38045,38,4100,3914,3673,3381,3246,2948,2585,2215,1711,1004,534,136
38047,05000US38047,38,1927,1800,1706,1631,1555,1429,1279,1104,901,575,318,100
38049,05000US38049,38,5927,5588,5133,4771,4519,4158,3508,2838,2043,1179,560,164
38051,05000US38051,38,2654,2524,2399,2260,2188,2028,1797,1596,1263,832,504,204
38053,05000US38053,38,12536,11315,10018,9306,8718,7603,5490,4020,2586,1132,458,112
38055,05000US38055,38,9608,9055,8425,7864,7544,6964,5971,4927,3795,2152,881,261
38057,05000US38057,38,8570,8003,7558,6947,6637,6040,5063,4206,3031,1506,684,167
38059,05000US38059,38,30544,28641,26599,24740,23714,21357,16648,12752,8874,4727,2136,742
38061,05000US38061,38,10152,9328,8504,7887,7471,6439,4866,3622,2400,1129,446,191
38063,05000US38063,38,2920,2769,2615,2478,2386,2203,1923,1679,1333,806,407,163
38065,05000US38065,38,1837,1718,1611,1468,1396,1311,1164,990,756,441,155,37
38067,05000US38067,38,7016,6631,6215,5801,5558,5107,4381,3656,2765,1537,742,243
38069,05000US38069,38,4210,3927,3573,3433,3318,3013,2484,2139,1612,975,486,166
38071,05000US38071,38,11557,10805,9946,9341,8855,7870,6482,5338,3875,2187,1063,303
38073,05000US38073,38,5361,5074,4747,4420,4202,3829,3341,2757,1962,1132,583,281
38075,05000US38075,38,2495,2299,2141,1972,1912,1746,1435,1172,818,446,220,78
38077,05000US38077,38,16288,15381,14399,13413,12826,10575,8772,7116,5235,2731,1360,432
38079,05000US38079,38,14603,13178,11697,10341,9653,8314,6552,4970,3274,1599,627,191
38081,05000US38081,38,3883,3687,3469,3252,3124,2825,2344,1945,1446,833,355,129
38083,05000US38083,38,1405,1330,1273,1217,1177,1096,958,854,637,393,210,53
38085,05000US38085,38,4413,3981,3551,3074,2814,2370,1776,1277,749,337,139,22
38087,05000US38087,38,704,655,598,572,553,521,463,391,320,192,92,30
38089,05000US38089,38,30876,28392,26350,24207,23066,20068,14764,11126,7541,3955,2030,662
38091,05000US38091,38,1910,1824,1741,1583,1527,1392,1241,1066,816,447,192,41
38093,05000US38093,38,21064,19862,18610,17516,16810,14488,11815,9503,7026,3845,1850,747
38095,05000US38095,38,2246,2142,1995,1830,1734,1650,1471,1206,895,523,295,96
38097,05000US38097,38,8019,7535,6988,6519,6195,5410,4559,3706,2677,1515,777,309
38099,05000US38099,38,10802,10079,9335,8732,8345,7653,6396,5343,3899,2227,1122,383
38101,05000US38101,38,69034,63668,58749,54865,52772,43300,30765,22671,15430,8276,3926,1315
38103,05000US38103,38,4055,3828,3500,3324,3219,2997,2658,2318,1823,1090,560,192
38105,05000US38105,38,34061,31110,28431,26191,24771,21702,14736,10706,7026,3135,1480,498
39001,05000US39001,39,27878,26192,24211,22256,21028,18922,15993,12620,8809,4711,1938,449
39003,05000US39003,39,103642,97257,90497,83727,79525,69189,56484,44361,31602,17319,7659,2401
39005,05000US39005,39,53477,50415,47108,43635,41308,35419,29667,23961,16968,9580,4279,1152
39007,05000US39007,39,98136,92650,86520,80216,76225,68500,57389,46086,32316,17737,7408,2291
39009,05000US39009,39,65936,63296,60816,57917,56132,36640,28411,21984,15214,7964,3134,1005
39011,05000US39011,39,45784,42869,39731,36617,34659,30920,25876,20681,14585,7946,3620,1170
39013,05000US39013,39,68472,65088,61538,57824,55431,50533,41964,33771,24359,13591,6046,1911
39015,05000US39015,39,43679,41165,38658,35404,33585,30285,25464,20042,13911,7612,3237,857
39017,05000US39017,39,378294,355011,330825,304098,288150,241596,197271,151474,101397,52872,21763,6478
39019,05000US39019,39,27578,26269,24615,22937,21815,19738,16996,13893,10031,5580,2308,607
39021,05000US39021,39,38864,36796,34479,31728,30081,26759,22514,17892,12326,6904,2806,738
39023,05000US39023,39,135198,127221,119090,109879,104485,92344,76819,61864,44132,25265,10890,3442
39025,05000US39025,39,203216,191243,177265,163547,155262,139175,114341,88672,60133,30876,12069,3249
39027,05000US39027,39,41896,39330,36516,33782,32037,28099,23398,18516,12775,6750,2755,719
39029,05000US39029,39,104003,98580,92705,86449,82482,74532,63093,50533,36307,20059,8694,2621
39031,05000US39031,39,36574,34273,31948,29467,27941,25256,21091,16923,12171,6761,2984,1015
39033,05000US39033,39,42021,39603,37149,34452,32802,29546,24965,20057,14541,8436,3813,1089
39035,05000US39035,39,1253783,1181408,1111123,1036313,989091,875537,705122,561173,396716,217416,99311,33140
39037,05000US39037,39,51734,48622,45194,41618,39314,35339,30028,24109,17092,9780,4404,1195
39039,05000US39039,39,38279,36075,33816,31052,29379,25899,21535,16910,12167,6728,2889,896
39041,05000US39041,39,197008,184623,169178,153119,143776,128544,109061,78665,48639,25025,9400,2512
39043,05000US39043,39,75136,71154,66826,62531,59672,53613,45317,37338,27312,15642,6698,2053
39045,05000US39045,39,152910,143921,133923,122802,115862,102943,84961,65059,43042,23108,9464,2485
39047,05000US39047,39,28645,26872,24929,22950,21796,19555,16189,12634,8755,4858,1981,476
39049,05000US39049,39,1275333,1183796,1100155,1021904,976261,848603,617491,447625,290712,146002,58296,18383
39051,05000US39051,39,42305,39815,37105,34040,32174,28607,24035,19019,13344,7070,3081,957
39053,05000US39053,39,30195,28314,26365,24453,23279,20722,17089,13738,9754,5450,2407,585
39055,05000US39055,39,93961,89026,83086,76300,71888,64100,56259,46549,32678,17977,7535,2220
39057,05000US39057,39,165811,156535,147639,137554,131569,111225,89033,70584,49697,27076,11304,3113
39059,05000US39059,39,39274,36923,34734,32109,30499,27388,22881,18529,13108,7326,3095,822
39061,05000US39061,39,812037,758367,706209,654706,624058,547348,425596,330505,227365,119690,52535,17970
39063,05000US39063,39,75690,71088,66406,61619,58690,51617,41464,32680,22738,12284,5360,1692
39065,05000US39065,39,31542,29591,27432,25471,24171,19169,15959,12441,8676,4805,2035,715
39067,05000US39067,39,15307,14490,13562,12686,12085,11015,9496,7807,5666,3118,1331,394
39069,05000US39069,39,27316,25715,23873,22061,20876,18764,15677,12397,8810,4811,2224,643
39071,05000US39071,39,43007,40256,37407,34483,32570,29286,24441,19262,13468,7573,3213,746
39073,05000US39073,39,28495,26869,25042,23331,22129,20023,16957,13544,9472,5219,2109,564
39075,05000US39075,39,43859,40203,36403,32225,29732,25374,19950,15173,10348,5699,2500,772
39077,05000US39077,39,58457,54806,50697,46704,44180,39362,32460,25547,17670,9536,3918,1336
39079,05000US39079,39,32524,30471,28211,26043,24641,22110,18030,14023,9830,5326,2108,528
39081,05000US39081,39,66886,63569,60293,56310,53927,47535,40510,33225,24393,13770,6089,1785
39083,05000US39083,39,61215,57599,53549,49727,47187,40001,33335,26708,19010,10538,4469,1356
39085,05000US39085,39,230052,218570,206009,191736,182808,164770,137944,111470,78934,43492,18850,5985
39087,05000US39087,39,60622,57121,53575,49518,47157,42604,35406,27807,19467,11025,4679,1080
39089,05000US39089,39,172293,161900,150393,139149,131925,116088,96367,75341,51013,27141,10907,2861
39091,05000US39091,39,45307,42554,39708,36544,34617,31078,26010,20596,14453,7712,3148,804
39093,05000US39093,39,306713,289250,270486,250619,237914,210974,177117,139633,96807,53050,22459,7310
39095,05000US39095,39,432379,404607,377140,348981,332374,291768,231563,181209,125860,66474,28030,9525
39097,05000US39097,39,43988,41757,39105,36486,34839,31380,25469,19273,12338,6541,2740,684
39099,05000US39099,39,231064,219055,206561,192914,184212,164229,137612,111745,81753,46245,21411,7767
39101,05000US39101,39,65344,61515,57748,54093,51625,46322,37526,29328,20243,11160,4689,1686
39103,05000US39103,39,177257,167718,156811,144444,136601,123097,104194,81602,54929,29672,11844,3493
39105,05000US39105,39,23160,21947,20582,19080,18134,16564,14030,11162,7934,4389,1798,510
39107,05000US39107,39,40806,37980,35325,32108,30324,26974,22422,18048,12844,6923,3176,910
39109,05000US39109,39,104800,98633,92003,84888,80496,72762,60677,47879,33574,18836,7962,2203
39111,05000US39111,39,14090,13370,12599,11712,11147,10207,8806,7254,5338,3204,1374,318
39113,05000US39113,39,532034,499313,467541,433898,413354,363741,292850,232163,163838,91990,40874,12358
39115,05000US39115,39,14702,13975,13110,12157,11555,10440,8919,7237,5246,2921,1285,270
39117,05000US39117,39,34976,33084,31045,28384,26647,23890,20267,15957,10968,5627,2340,656
39119,05000US39119,39,86076,80826,75311,69843,66249,58372,48157,38099,26662,14685,6386,1882
39121,05000US39121,39,14443,13746,12894,12230,11785,11042,9180,7810,6586,3737,1453,423
39123,05000US39123,39,40709,38985,36907,34520,32937,30302,26583,22237,16727,9598,3979,1169
39125,05000US39125,39,18872,17781,16478,15189,14397,13041,10873,8727,6130,3368,1388,355
39127,05000US39127,39,35985,33817,31487,28969,27416,24496,20340,15925,10791,5716,2189,615
39129,05000US39129,39,57420,54406,51161,47364,44881,39808,32351,24456,16045,8681,3625,874
39131,05000US39131,39,28214,26453,24491,22821,21588,19371,16190,12760,8939,4896,2060,561
39133,05000US39133,39,162644,155152,146635,137726,131658,104749,86538,69216,47577,25025,10207,2948
39135,05000US39135,39,41207,38882,36301,33568,31782,28669,24150,19260,13576,7500,3074,828
39137,05000US39137,39,33969,31686,29000,26652,25295,22550,18870,15084,10535,5590,2585,815
39139,05000US39139,39,121324,114328,107543,99528,94959,84689,69978,55526,39897,22951,10395,3223
39141,05000US39141,39,77051,72889,68105,63528,60423,54281,44700,34360,23025,12121,5075,1129
39143,05000US39143,39,59299,55960,52075,48276,45716,40884,34402,27304,19348,10577,4627,1334
39145,05000US39145,39,76377,72088,68000,62713,59671,52819,42989,33620,23757,13232,5891,1445
39147,05000US39147,39,55475,52604,49217,45457,43191,37100,30769,24358,17429,9434,4160,1425
39149,05000US39149,39,48797,45713,42345,38677,36439,32382,26776,21030,14278,7570,3182,940
39151,05000US39151,39,373475,352441,330882,307180,292310,259523,215953,173447,123493,69336,30652,9880
39153,05000US39153,39,541810,511203,480580,447554,426477,378760,308083,244759,170614,92166,39787,13630
39155,05000US39155,39,201794,191178,179645,167740,159890,143884,121398,99013,71984,41230,17959,5979
39157,05000US39157,39,92526,86811,80863,74988,71228,64095,53325,42581,30690,17458,7820,2519
39159,05000US39159,39,55654,52235,48540,44327,41782,37337,30261,21817,13298,6508,2515,777
39161,05000US39161,39,28281,26602,24639,22872,21641,19347,16200,12880,9191,5125,2304,724
39163,05000US39163,39,13111,12412,11715,10725,10169,9153,7764,6040,4200,2153,844,177
39165,05000US39165,39,226564,213318,198535,179993,169152,151708,126055,94838,60039,30752,12527,3607
39167,05000US39167,39,60671,57692,54636,50900,48678,43178,36387,29609,21520,12162,5391,1467
39169,05000US39169,39,116208,108336,100512,92685,87759,76310,62734,49760,35377,19566,8596,2641
39171,05000US39171,39,36936,34785,32511,29964,28468,25586,21281,16902,12098,6651,3051,883
39173,05000US39173,39,129936,123006,115450,108016,103264,80302,64610,50150,34978,18822,7897,2274
39175,05000US39175,39,22107,20896,19396,17952,17023,15327,12916,10205,7260,4059,1876,596
40001,05000US40001,40,22113,20527,18904,17267,16274,14351,11661,8995,6142,3378,1337,311
40003,05000US40003,40,5857,5528,5219,4878,4686,4302,3691,2793,1917,1098,529,190
40005,05000US40005,40,13874,13062,12139,11256,10736,9689,7842,6209,4505,2590,1078,205
40007,05000US40007,40,5415,5114,4724,4295,4056,3628,3085,2402,1761,1021,435,126
40009,05000US40009,40,22621,20867,19551,17736,16867,14923,11489,8615,5809,2974,1322,457
40011,05000US40011,40,9634,9081,8436,7909,7610,7047,5785,4512,3141,1738,789,209
40013,05000US40013,40,45759,42770,39676,36842,35012,30558,24161,18979,13471,7999,3324,832
40015,05000US40015,40,29342,27282,25212,23177,21926,19434,15731,12209,8426,4806,2115,503
40017,05000US40017,40,136710,127295,116625,106709,100772,90270,70204,50495,33156,17179,6653,1932
40019,05000US40019,40,48406,45083,41628,38256,36133,32137,26025,19990,14097,7814,3391,1027
40021,05000US40021,40,48599,45618,42702,39492,37607,30357,24393,19047,13555,7772,3112,684
40023,05000US40023,40,14886,13894,12905,11832,11270,10172,8545,6970,5105,2968,1269,315
40025,05000US40025,40,2189,2041,1899,1742,1651,1563,1274,1050,822,535,242,75
40027,05000US40027,40,276733,261278,243702,226437,215938,175319,133765,98279,66048,34733,13537,3605
40029,05000US40029,40,5618,5257,4884,4465,4222,3779,3210,2579,1944,1135,500,131
40031,05000US40031,40,122561,113779,105618,97768,93300,77394,57148,42199,28121,14592,6321,1629
40033,05000US40033,40,5929,5631,5290,4854,4568,4068,3405,2720,1956,1147,479,96
40035,05000US40035,40,14493,13683,12787,11838,11281,10170,8372,6686,4764,2818,1252,426
40037,05000US40037,40,71160,66665,62224,57029,53964,48265,39894,31356,21906,12111,5022,1253
40039,05000US40039,40,29209,26984,24688,23006,21865,17009,13116,10077,6972,3931,1697,661
40041,05000US40041,40,42112,39998,37583,35045,33393,30331,26207,21887,16592,10180,4059,910
40043,05000US40043,40,4918,4577,4177,3831,3587,3210,2696,2182,1569,916,430,112
40045,05000US40045,40,4072,3824,3560,3275,3120,2827,2442,1980,1450,868,390,94
40047,05000US40047,40,62190,57570,53011,48370,46044,40501,31974,24601,17497,9782,4487,1380
40049,05000US40049,40,27823,25917,23989,22039,20819,18616,15231,11871,8542,4859,2161,566
40051,05000US40051,40,54733,51501,48072,43797,41408,36889,30358,23423,16030,8496,3377,925
40053,05000US40053,40,4418,4164,3851,3548,3356,3023,2576,2136,1586,916,461,106
40055,05000US40055,40,5943,5627,5273,4980,4792,4265,3345,2542,1759,1049,535,236
40057,05000US40057,40,2721,2598,2315,2151,2066,1931,1597,1227,896,506,230,89
40059,05000US40059,40,3847,3572,3172,3003,2828,2635,2142,1623,1222,674,359,91
40061,05000US40061,40,12704,11913,11093,10192,9635,8663,7226,5753,4178,2498,1030,278
40063,05000US40063,40,13460,12733,11942,11071,10526,9272,7458,5824,4201,2507,1122,362
40065,05000US40065,40,25384,23331,21574,19840,18884,16206,12481,9346,6563,3698,1640,424
40067,05000US40067,40,6223,5824,5454,4996,4737,4240,3591,2870,2131,1231,519,129
40069,05000US40069,40,11041,10364,9606,8878,8437,7457,6159,4970,3579,2063,881,282
40071,05000US40071,40,44880,41849,39044,35517,33645,29683,24394,19335,14220,8383,3819,1043
40073,05000US40073,40,15618,14510,13343,12081,11381,10135,8080,6314,4394,2378,1089,279
40075,05000US40075,40,9001,8432,7796,7239,6880,6240,5204,4230,3106,1756,767,196
40077,05000US40077,40,10495,9907,9316,8635,8201,7099,5933,4842,3551,2202,1046,271
40079,05000US40079,40,49909,46797,43480,40027,37923,33677,27736,21633,15317,8745,3573,836
40081,05000US40081,40,34854,32750,30335,27907,26359,23692,19802,15878,11090,6144,2499,523
40083,05000US40083,40,46044,43253,40183,37019,35082,30191,24756,18977,13149,6791,2688,576
40085,05000US40085,40,9933,9313,8641,7861,7434,6593,5460,4386,3166,1885,783,183
40087,05000US40087,40,38634,36298,33230,30386,28680,25655,21073,15786,10829,5812,2289,491
40089,05000US40089,40,32966,30632,28335,25984,24591,21869,17835,14144,9964,5789,2484,547
40091,05000US40091,40,19819,18727,17668,16536,15779,14420,12442,10432,8010,4881,2102,544
40093,05000US40093,40,7718,7191,6638,6040,5765,5249,4435,3510,2642,1525,738,229
40095,05000US40095,40,16376,15417,14352,13209,12540,11232,9603,7810,5806,3553,1545,302
40097,05000US40097,40,40980,38476,35665,33024,31224,27821,22996,18268,13010,7315,2978,807
40099,05000US40099,40,13875,13044,12165,11231,10627,9642,8014,6399,4649,2626,1100,301
40101,05000US40101,40,69084,64442,59720,54953,52167,45886,36987,28563,20185,11197,4820,1494
40103,05000US40103,40,11411,10728,9866,9102,8626,7757,6442,5177,3721,2110,927,258
40105,05000US40105,40,10383,9801,9076,8415,7993,7182,6005,4822,3455,1974,874,190
40107,05000US40107,40,12115,11399,10584,9764,9299,8262,6759,5276,3641,2091,881,207
40109,05000US40109,40,782051,721840,666277,611180,581062,508728,385044,285833,194219,101851,42264,12746
40111,05000US40111,40,38889,36472,34013,31201,29586,25820,21199,16880,12169,6907,3001,810
40113,05000US40113,40,47311,44861,41829,38642,36656,33004,27591,22141,15908,8817,3589,865
40115,05000US40115,40,31566,29454,27285,25075,23730,20598,16943,13389,9610,5677,2489,653
40117,05000US40117,40,16428,15465,14443,13204,12487,11240,9495,7595,5398,3060,1266,306
40119,05000US40119,40,81512,77050,72708,68284,65798,43873,32258,24343,17220,9633,4176,1300
40121,05000US40121,40,44382,41758,38761,36158,34546,31195,25293,19977,14457,8522,3679,981
40123,05000US40123,40,38358,35702,33174,30648,29222,24796,19423,15058,10687,6148,2772,681
40125,05000US40125,40,72000,67473,62568,57722,54601,47453,38352,29461,20374,11396,4695,1298
40127,05000US40127,40,11119,10463,9833,9065,8644,7846,6649,5515,4069,2502,1079,256
40129,05000US40129,40,3708,3472,3182,2889,2756,2466,2081,1667,1227,708,311,95
40131,05000US40131,40,90814,85501,79447,73118,68940,60856,49834,38788,26265,14195,5807,1454
40133,05000US40133,40,25071,23407,21739,19876,18729,16474,13719,10805,7630,4369,1887,509
40135,05000US40135,40,41359,38836,36253,33494,31708,28246,23436,18514,12878,7450,3026,633
40137,05000US40137,40,43983,41358,38335,35480,33664,30304,25041,19880,14491,8254,3737,1033
40139,05000US40139,40,21121,19373,17879,16184,15212,12806,9743,7261,4784,2343,1016,181
40141,05000US40141,40,7515,7081,6638,6026,5706,5126,4335,3498,2474,1454,649,164
40143,05000US40143,40,642781,596140,550432,505428,479194,421035,326117,243879,165014,87684,36820,11126
40145,05000US40145,40,77850,73058,67545,61934,58538,52569,42822,32554,22316,12114,4573,938
40147,05000US40147,40,52001,48692,45271,41659,39638,35529,28980,23098,16908,9881,4773,1413
40149,05000US40149,40,11432,10652,9842,9017,8526,7658,6294,4984,3613,1985,930,291
40151,05000US40151,40,9127,8604,8169,7625,7292,5787,4395,3456,2537,1493,766,269
40153,05000US40153,40,20967,19515,17795,16504,15630,13806,10941,8091,5582,3048,1375,321
41001,05000US41001,41,15984,15182,14214,13427,12877,11907,10068,8421,6624,4074,1743,443
41003,05000US41003,41,89780,86116,82221,77760,74956,54364,42645,33682,24536,13573,5458,1774
41005,05000US41005,41,405788,383760,360361,333359,316907,285481,236381,183786,127649,69081,26768,8080
41007,05000US41007,41,38562,36517,34707,32381,31051,27935,23396,18866,14250,8015,2950,800
